objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
8715621	0	object/static/structure/military/military_wall_strong_imperial_style_01.iff	0	975	200.0018	1219	-0.707107	0	0.707107	0		$|
8715622	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	975	200	1223	1	0	0	0		$|
8715623	0	object/static/structure/military/military_wall_strong_imperial_style_01.iff	0	975	200.0018	1227	-0.707107	0	0.707107	0		$|
8715624	0	object/static/structure/military/military_wall_strong_imperial_style_01.iff	0	974	200	1267	0.70711	0	-0.707103	0		$|
8715625	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	974	200	1262	1	0	0	0		$|
8715626	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	974	200	1252	0	0	1	0		$|
8715627	0	object/static/structure/military/military_wall_strong_imperial_style_01.iff	0	974	200	1247	0.707116	0	-0.707097	0		$|
8715628	0	object/static/structure/general/banner_imperial_style_01.iff	0	962	200.0006	1262	0.707105	0	0.707108	0		$|
8715629	0	object/static/structure/general/banner_imperial_style_01.iff	0	962	199.8889	1252	0.707105	0	0.707108	0		$|
8715630	0	object/static/structure/military/military_wall_strong_imperial_style_01.iff	0	1180	200	1224	0.707105	0	0.707108	0		$|
8715631	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	1180	200	1229	0	0	1	0		$|
8715632	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	1180	200	1239	1	0	0	0		$|
8715633	0	object/static/structure/military/military_wall_strong_imperial_style_01.iff	0	1180	200	1244	0.707099	0	0.707114	0		$|
8715634	0	object/static/structure/general/banner_imperial_style_01.iff	0	1192	200.1402	1229	0.707107	0	0.707106	0		$|
8715635	0	object/static/structure/general/banner_imperial_style_01.iff	0	1192	199.9772	1239	0.707107	0	0.707106	0		$|
8715636	0	object/static/installation/mockup_factory_machine_style_1.iff	0	1053.324	200	1148.256	0.707108	0	0.707106	0		$|
8715637	0	object/static/installation/mockup_factory_machine_style_1.iff	0	1001.7046	200	1308.52	-0.382684	0	0.923879	0		$|
8715638	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	992	200	1209	1	0	0	0		$|
8715639	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	993	200	1195	0.707107	0	0.707106	0		$|
8715640	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	984	200	1218	1	0	0	0		$|
8715641	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	988	200	1218	1	0	0	0		$|
8715642	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	996	200	1218	1	0	0	0		$|
8715643	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1000	200	1218	1	0	0	0		$|
8715644	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	992	200	1218	1	0	0	0		$|
8715645	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	984	200	1186	1	0	0	0		$|
8715646	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	988	200	1186	1	0	0	0		$|
8715647	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	996	200	1186	1	0	0	0		$|
8715648	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1000	200	1186	1	0	0	0		$|
8715649	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	992	200	1186	1	0	0	0		$|
8715650	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	984	200	1198	0.707107	0	0.707106	0		$|
8715651	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	984	200	1190	0.707107	0	0.707106	0		$|
8715652	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	984	200	1194	0.707107	0	0.707106	0		$|
8715653	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	984	200	1214	0.707107	0	0.707107	0		$|
8715654	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	984	200	1206	0.707107	0	0.707107	0		$|
8715655	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	984	200	1210	0.707107	0	0.707107	0		$|
8715656	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	984	200	1202	1	0	0	0		$|
8715657	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1000	200	1198	0.70711	0	0.707103	0		$|
8715658	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1000	200	1190	0.70711	0	0.707103	0		$|
8715659	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1000	200	1194	0.70711	0	0.707103	0		$|
8715660	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1000	200	1214	0.707107	0	0.707107	0		$|
8715661	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1000	200	1210	0.707107	0	0.707107	0		$|
8715662	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1000	200	1202	1	0	0	0		$|
8715666	0	object/static/installation/mockup_mining_liquid_harvester_style_1.iff	0	1088.425	200	1314.84	-0.707106	0	0.707107	0		$|
8715667	0	object/static/installation/mockup_mining_ore_harvester_style_2.iff	0	1016.8091	200	1332.63	0.382684	0	0.923879	0		$|
8715668	0	object/static/installation/mockup_mining_ore_harvester_style_1.iff	0	1025.8358	200	1149.548	0.707107	0	0.707106	0		$|
8715670	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1084.7	200	1208.8	0.7	0	0.7	0		$|
8715671	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1069.5	200	1208.8	0.7	0	0.7	0		$|
8715672	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1083	200	1207	1	0	0	0		$|
8715673	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1071	200	1207	1	0	0	0		$|
8715674	0	object/static/structure/general/banner_imperial_style_01.iff	0	1091	200	1211	1	0	0	0		$|
8715675	0	object/static/structure/general/banner_imperial_style_01.iff	0	1061	200	1211	1	0	0	0		$|
8715678	0	object/static/installation/mockup_mining_liquid_harvester_style_1.iff	0	1024.2467	200	1206.26	1	0	0	0		$|
8715679	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1072.73	200	1308.88	-3.48E-07	0	1	0		$|
8715680	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	1071.73	200	1316.88	0.707107	0	0.707106	0		$|
8715681	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	1057.73	200	1315.88	1.84E-06	0	1	0		$|
8715682	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1080.73	200	1324.88	0.707107	0	0.707106	0		$|
8715683	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1080.73	200	1320.88	0.707107	0	0.707106	0		$|
